batch_id,drug_code,brand_name,therapeutic_area,form,is_cold_chain,shelf_life_months,unit_cost_usd,supplier_id,supplier_name,supplier_country,supplier_reliability,warehouse_id,region,date_procurement,units_procured,units_manufactured,qa_pass,qa_result,qa_fail_reason,units_qa_passed,units_packaged,units_warehoused,units_distributed,units_delivered,units_dispensed,delay_procurement_days,date_manufacturing,delay_manufacturing_days,date_quality,delay_quality_testing_days,date_packaging,delay_packaging_days,date_warehouse,delay_warehouse_days,date_distributor,delay_distributor_days,date_pharmacy,delay_hospital_pharmacy_days,date_patient,delay_patient_days,total_cycle_time_days,qa_delay_days,cold_chain_excursion,storage_temp_c,storage_humidity_pct,storage_duration_days,potency_pct,expiry_date,days_to_expiry_at_delivery,batch_risk_label,batch_value_usd,units_lost,value_lost_usd,year,month,year_month,quarter
BATCH-00048,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-ME-01,Middle East & Africa,2024-11-30,58338,56556,0,Fail,Dissolution Out of Specification,34831,31374,30881,28601,27665,24412,12.9,2024-12-13,12.6,2025-01-10,28.2,2025-01-16,6.1,2025-03-13,55.5,2025-03-19,6.4,2025-03-25,6.3,2025-04-01,6.6,122,28.2,0,31.5,62.8,68,93.12,2027-12-13 20:09:36.000000008,993,High,140011.2,33926,81422.4,2024,11,2024-11,2024Q4
BATCH-00049,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-02,Divis Laboratories,India,0.96,WH-EU-01,Europe,2025-08-31,65010,63024,1,Pass,Not Applicable,61183,55110,54245,50239,48595,42882,17.4,2025-09-14,13.9,2025-09-23,8.6,2025-09-24,1.4,2025-11-07,43.9,2025-11-12,4.8,2025-11-15,2.9,2025-11-25,10.1,86,8.6,0,25.7,50.6,52,95.46,2028-03-15 04:48:00.000000000,851,Medium,120268.5,22128,40936.8,2025,8,2025-08,2025Q3
BATCH-00050,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-08,Siegfried Holding,Germany,0.96,WH-LA-01,Latin America,2024-02-17,35790,34697,1,Pass,Not Applicable,33588,30254,29779,27580,26678,23541,11.9,2024-02-22,5.0,2024-03-17,24.2,2024-03-22,5.1,2024-05-08,46.7,2024-05-13,4.7,2024-05-18,5.1,2024-05-19,1.0,92,24.2,0,23.9,49.1,57,96.58,2027-02-21 20:09:36.000000008,1009,Medium,85896.0,12249,29397.6,2024,2,2024-02,2024Q1
BATCH-00051,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-08,Siegfried Holding,Germany,0.96,WH-EU-01,Europe,2023-11-10,41824,40546,1,Pass,Not Applicable,39358,35451,34894,32317,31260,27585,25.8,2023-11-22,11.8,2023-12-17,25.4,2023-12-20,2.9,2024-01-28,39.4,2024-02-06,8.7,2024-02-10,4.1,2024-02-18,8.4,100,25.4,0,23.8,41.2,52,98.27,2026-11-21 20:09:36.000000008,1015,Low,100377.6,14239,34173.6,2023,11,2023-11,2023Q4
BATCH-00052,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-06,Hikal Speciality,India,0.88,WH-AP-01,Asia-Pacific,2024-02-26,30807,29866,1,Pass,Not Applicable,28453,25629,25227,23364,22600,19943,29.0,2024-03-01,4.4,2024-03-16,15.2,2024-03-21,5.2,2024-04-17,27.1,2024-04-21,4.3,2024-04-27,6.1,2024-05-03,5.5,67,15.2,0,25.0,64.5,37,99.15,2027-03-01 20:09:36.000000008,1038,Low,73936.8,10864,26073.6,2024,2,2024-02,2024Q1
BATCH-00053,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-01,Aurobindo API Ltd,India,0.94,WH-LA-01,Latin America,2025-04-16,41018,39765,1,Pass,Not Applicable,38743,34897,34349,31812,30771,27153,19.1,2025-04-25,9.4,2025-05-20,25.2,2025-05-23,3.1,2025-07-10,48.0,2025-07-14,4.3,2025-07-22,8.0,2025-08-02,11.1,108,25.2,0,5.3,70.2,60,96.2,2026-10-24 22:04:48.000000008,459,Medium,393772.8,13865,133104.0,2025,4,2025-04,2025Q2
BATCH-00054,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-01,Aurobindo API Ltd,India,0.94,WH-ME-01,Middle East & Africa,2023-07-07,37491,36346,1,Pass,Not Applicable,34733,31285,30794,28520,27587,24344,13.1,2023-07-21,14.3,2023-07-30,9.5,2023-08-04,5.1,2023-09-22,49.3,2023-09-26,4.0,2023-10-06,9.8,2023-10-10,4.4,95,9.5,0,25.2,80.6,63,95.49,2026-01-19 04:48:00.000000000,836,Medium,69358.35,13147,24321.95,2023,7,2023-07,2023Q3
BATCH-00055,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-01,Aurobindo API Ltd,India,0.94,WH-NA-02,North America,2025-08-21,33674,32645,1,Pass,Not Applicable,31619,28480,28033,25963,25114,22161,14.1,2025-09-10,20.0,2025-09-29,19.1,2025-10-01,1.7,2025-10-27,25.6,2025-10-30,2.6,2025-11-02,3.4,2025-11-10,7.7,81,19.1,0,26.4,47.7,32,99.15,2028-03-11 04:48:00.000000000,860,Low,62296.9,11513,21299.05,2025,8,2025-08,2025Q3
BATCH-00056,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-06,Hikal Speciality,India,0.88,WH-LA-01,Latin America,2024-03-06,34817,33753,1,Pass,Not Applicable,32871,29608,29143,26991,26108,23038,27.0,2024-03-16,10.3,2024-04-03,18.2,2024-04-04,1.5,2024-04-20,15.9,2024-04-30,10.1,2024-05-07,6.7,2024-05-13,5.6,68,18.2,0,5.5,55.7,33,98.25,2025-09-14 22:04:48.000000008,495,Low,334243.2,11779,113078.4,2024,3,2024-03,2024Q1
BATCH-00057,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-ME-01,Middle East & Africa,2025-04-30,39728,38514,0,Fail,Microbial Limit Exceeded,26311,23699,23327,21604,20897,18440,29.6,2025-05-07,7.3,2025-06-09,32.7,2025-06-13,3.8,2025-07-25,41.5,2025-08-03,8.8,2025-08-07,3.7,2025-08-16,8.7,108,32.7,0,29.4,48.4,55,96.74,2027-11-06 04:48:00.000000000,821,High,73496.8,21288,39382.8,2025,4,2025-04,2025Q2
BATCH-00058,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-06,Hikal Speciality,India,0.88,WH-AP-01,Asia-Pacific,2025-02-25,29041,28154,1,Pass,Not Applicable,27089,24400,24017,22243,21515,18985,18.7,2025-03-06,9.5,2025-03-25,19.5,2025-03-31,6.2,2025-05-24,53.6,2025-06-01,8.1,2025-06-06,5.0,2025-06-12,6.0,107,19.5,0,23.2,63.6,67,96.64,2027-09-05 04:48:00.000000000,821,Medium,53725.85,10056,18603.6,2025,2,2025-02,2025Q1
BATCH-00059,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-NA-01,North America,2025-03-06,29678,28771,1,Pass,Not Applicable,28467,25641,25238,23374,22609,19951,32.0,2025-03-17,11.2,2025-04-05,18.5,2025-04-10,4.8,2025-06-07,58.1,2025-06-15,7.9,2025-06-20,4.7,2025-06-28,8.0,114,18.5,0,24.5,42.2,71,96.73,2028-03-16 20:09:36.000000008,1000,Medium,71227.2,9727,23344.8,2025,3,2025-03,2025Q1
BATCH-00060,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-NA-02,North America,2025-07-11,67312,65256,0,Fail,Moisture Content Deviation,34536,31108,30620,28359,27431,24206,35.5,2025-07-20,9.0,2025-08-13,24.5,2025-08-18,4.8,2025-10-19,61.7,2025-10-24,4.8,2025-10-27,2.9,2025-11-10,14.0,122,24.5,0,,51.7,70,98.05,2028-07-19 20:09:36.000000008,996,High,161548.8,43106,103454.4,2025,7,2025-07,2025Q3
BATCH-00061,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-01,Aurobindo API Ltd,India,0.94,WH-NA-02,North America,2023-07-20,102583,99449,1,Pass,Not Applicable,96152,86608,85248,78953,76370,67391,19.5,2023-07-28,8.2,2023-08-15,18.3,2023-08-20,5.3,2023-10-06,46.7,2023-10-15,8.9,2023-10-21,5.6,2023-10-27,5.9,99,18.3,0,20.7,,62,98.42,2026-01-26 04:48:00.000000000,828,Low,189778.55,35192,65105.2,2023,7,2023-07,2023Q3
BATCH-00062,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-NA-01,North America,2024-09-03,19814,19209,1,Pass,Not Applicable,18416,16588,16328,15122,14627,12907,33.2,2024-09-13,9.7,2024-10-10,27.2,2024-10-13,3.4,2024-11-17,35.3,2024-11-21,4.1,2024-11-25,4.3,2024-12-04,8.6,92,27.2,0,20.4,34.8,43,98.63,2027-03-15 04:48:00.000000000,840,Low,36655.9,6907,12777.95,2024,9,2024-09,2024Q3
BATCH-00063,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-08,Siegfried Holding,Germany,0.96,WH-LA-01,Latin America,2023-04-26,19361,18770,1,Pass,Not Applicable,17919,16140,15887,14714,14233,12560,18.7,2023-05-08,12.2,2023-05-24,15.5,2023-05-29,4.9,2023-07-08,40.0,2023-07-12,3.8,2023-07-18,6.3,2023-08-03,16.1,99,15.5,0,28.7,69.5,50,95.01,2025-11-06 04:48:00.000000000,842,Medium,35817.85,6801,12581.85,2023,4,2023-04,2023Q2
BATCH-00064,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-06,Hikal Speciality,India,0.88,WH-ME-01,Middle East & Africa,2023-11-09,21982,21310,1,Pass,Not Applicable,20783,18720,18426,17065,16507,14566,20.6,2023-11-19,10.5,2023-12-22,32.5,2023-12-25,3.1,2024-01-12,17.6,2024-01-21,9.2,2024-01-31,9.8,2024-02-09,8.6,92,32.5,0,5.5,72.1,37,96.35,2025-05-19 22:04:48.000000008,474,Medium,211027.2,7416,71193.6,2023,11,2023-11,2023Q4
BATCH-00065,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-08,Siegfried Holding,Germany,0.96,WH-AP-01,Asia-Pacific,2023-02-27,31465,30504,1,Pass,Not Applicable,29380,26464,26049,24125,23336,20592,17.5,2023-03-07,8.4,2023-03-22,15.2,2023-03-26,3.5,2023-04-23,27.7,2023-04-30,6.7,2023-05-04,4.4,2023-05-05,1.0,67,15.2,0,23.5,55.0,39,97.06,2025-09-05 04:48:00.000000000,855,Low,58210.25,10873,20115.05,2023,2,2023-02,2023Q1
BATCH-00066,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-05,Cambrex Corporation,USA,0.95,WH-AP-01,Asia-Pacific,2024-11-09,47869,46407,1,Pass,Not Applicable,45776,41232,40585,37588,36358,32083,12.9,2024-11-18,9.0,2024-12-08,20.4,2024-12-12,3.7,2025-01-20,39.0,2025-01-27,6.7,2025-02-03,7.0,2025-02-07,4.3,90,20.4,0,28.3,51.0,53,96.03,2027-05-20 04:48:00.000000000,836,Medium,88557.65,15786,29204.1,2024,11,2024-11,2024Q4
BATCH-00067,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-04,Lonza Group AG,Switzerland,0.97,WH-LA-01,Latin America,2024-08-31,42122,40835,1,Pass,Not Applicable,39359,35452,34895,32318,31261,27586,16.4,2024-09-10,9.8,2024-10-02,22.4,2024-10-05,3.2,2024-11-09,35.2,2024-11-19,10.1,2024-11-28,9.3,2024-11-30,2.2,91,22.4,0,28.3,60.6,54,96.35,2027-03-12 04:48:00.000000000,834,Medium,77925.7,14536,26891.6,2024,8,2024-08,2024Q3
BATCH-00068,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-EU-01,Europe,2025-01-28,35322,34243,0,Fail,Dissolution Out of Specification,16195,14587,14358,13298,12863,11351,36.7,2025-02-05,8.0,2025-03-07,29.5,2025-03-11,3.9,2025-04-22,41.7,2025-04-28,6.0,2025-05-05,7.4,2025-05-16,10.7,108,29.5,0,24.4,67.4,55,95.7,2028-02-05 20:09:36.000000008,1006,High,84772.8,23971,57530.4,2025,1,2025-01,2025Q1
BATCH-00069,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-08,Siegfried Holding,Germany,0.96,WH-EU-01,Europe,2023-07-04,41034,39780,1,Pass,Not Applicable,38778,34929,34381,31842,30800,27179,13.2,2023-07-13,8.9,2023-08-09,27.3,2023-08-13,3.6,2023-08-28,15.3,2023-09-03,6.4,2023-09-07,4.4,2023-09-14,6.6,72,27.3,0,23.3,52.6,25,97.67,2026-07-12 20:09:36.000000008,1039,Low,98481.6,13855,33252.0,2023,7,2023-07,2023Q3
BATCH-00070,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-06,Hikal Speciality,India,0.88,WH-AP-01,Asia-Pacific,2023-12-11,24571,23820,1,Pass,Not Applicable,22957,20678,20353,18850,18233,16089,21.4,2023-12-24,12.9,2024-01-15,22.3,2024-01-18,2.9,2024-02-06,19.3,2024-02-16,9.9,2024-02-19,3.2,2024-03-01,11.3,81,22.3,0,28.2,51.8,32,98.21,2026-12-23 20:09:36.000000008,1038,Low,58970.4,8482,20356.8,2023,12,2023-12,2023Q4
BATCH-00071,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-02,Divis Laboratories,India,0.96,WH-NA-02,North America,2024-10-30,29657,28751,1,Pass,Not Applicable,27949,25175,24780,22950,22199,19589,9.2,2024-11-09,10.3,2024-11-27,17.8,2024-12-01,3.8,2025-01-24,54.0,2025-01-30,6.1,2025-02-02,3.3,2025-02-11,9.4,104,17.8,0,,44.4,63,97.08,2027-11-09 20:09:36.000000008,1010,Low,71176.8,10068,24163.2,2024,10,2024-10,2024Q4
BATCH-00072,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-08,Siegfried Holding,Germany,0.96,WH-NA-01,North America,2025-03-23,32583,31588,1,Pass,Not Applicable,31077,27992,27553,25518,24683,21781,6.9,2025-03-29,5.7,2025-04-25,27.2,2025-04-29,4.2,2025-05-24,25.0,2025-05-31,6.7,2025-06-02,1.7,2025-06-11,9.4,80,27.2,0,22.5,21.2,34,100.0,2028-03-28 20:09:36.000000008,1030,Low,78199.2,10802,25924.8,2025,3,2025-03,2025Q1
BATCH-00073,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-01,Aurobindo API Ltd  ,India,0.94,WH-AP-01,Asia-Pacific,2025-05-30,16893,16377,1,Pass,Not Applicable,15941,14359,14134,13090,12662,11173,17.3,2025-06-13,14.1,2025-06-26,12.9,2025-06-28,2.4,2025-07-26,27.8,2025-07-29,2.6,2025-08-05,6.7,2025-08-07,2.1,69,12.9,0,,64.1,38,96.16,2027-06-13 13:26:24.000000008,677,Medium,53212.95,5720,18018.0,2025,5,2025-05,2025Q2
BATCH-00074,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-05,Cambrex Corporation,USA,0.95,WH-LA-01,Latin America,2023-03-25,20176,19560,1,Pass,Not Applicable,19041,17151,16882,15635,15123,13345,11.6,2023-04-06,12.3,2023-04-22,15.6,2023-04-27,4.6,2023-06-08,41.7,2023-06-26,18.1,2023-07-04,7.7,2023-07-13,9.0,110,15.6,0,35.5,61.0,68,90.77,2026-04-05 20:09:36.000000008,1006,High,48422.4,6831,16394.4,2023,3,2023-03,2023Q1
BATCH-00075,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-02,Divis Laboratories,India,0.96,WH-NA-01,North America,2024-02-09,20516,19889,1,Pass,Not Applicable,19381,17457,17183,15914,15393,13583,11.7,2024-02-16,6.9,2024-03-09,22.4,2024-03-12,3.3,2024-04-04,23.2,2024-04-06,1.9,2024-04-11,4.8,2024-04-23,12.5,74,22.4,0,20.3,42.4,30,99.91,2027-02-15 20:09:36.000000008,1040,Low,49238.4,6933,16639.2,2024,2,2024-02,2024Q1
BATCH-00076,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-06,Hikal Speciality,India,0.88,WH-NA-02,North America,2023-02-01,45294,43910,1,Pass,Not Applicable,41788,37640,37049,34313,33190,29288,20.5,2023-02-11,9.9,2023-03-07,23.8,2023-03-11,4.3,2023-05-10,59.9,2023-05-14,4.3,2023-05-16,2.1,2023-05-17,1.2,105,23.8,0,27.1,75.2,66,94.7,2026-02-10 20:09:36.000000008,1001,High,108705.6,16006,38414.4,2023,2,2023-02,2023Q1
BATCH-00077,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-04,Lonza Group AG,Switzerland,0.97,WH-NA-02,North America,2025-03-29,36426,35313,1,Pass,Not Applicable,34490,31066,30578,28320,27393,24172,20.1,2025-04-07,8.6,2025-04-28,20.9,2025-05-01,3.0,2025-05-18,17.4,2025-05-22,4.2,2025-05-26,3.9,2025-06-01,5.7,64,20.9,0,18.4,56.8,25,99.11,2028-04-06 20:09:36.000000008,1046,Low,87422.4,12254,29409.6,2025,3,2025-03,2025Q1
BATCH-00078,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-04,Lonza Group AG,Switzerland,0.97,WH-LA-01,Latin America,2023-05-18,42474,41176,0,Fail,Microbial Limit Exceeded,21243,19134,18834,17443,16872,14888,17.5,2023-05-31,13.0,2023-06-25,25.3,2023-07-01,5.6,2023-08-10,40.0,2023-08-23,13.3,2023-09-01,9.2,2023-09-09,8.4,114,25.3,0,28.7,58.7,62,95.71,2025-11-29 04:48:00.000000000,820,High,78576.9,27586,51034.1,2023,5,2023-05,2023Q2
BATCH-00079,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-06,Hikal Speciality,India,0.88,WH-AP-01,Asia-Pacific,2025-03-31,15174,14710,1,Pass,Not Applicable,14456,13021,12817,11871,11483,10133,19.0,2025-04-10,9.9,2025-04-27,17.5,2025-05-02,5.4,2025-05-29,26.5,2025-06-03,4.7,2025-06-10,6.5,2025-06-17,7.4,78,17.5,0,23.6,,39,98.51,2027-10-10 04:48:00.000000000,852,Low,28071.9,5041,9325.85,2025,3,2025-03,2025Q1
BATCH-00080,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-AP-01,Asia-Pacific,2023-07-05,17622,17084,1,Pass,Not Applicable,16730,15069,14832,13737,13288,11726,33.2,2023-07-16,10.8,2023-08-11,25.8,2023-08-13,2.4,2023-09-25,42.8,2023-10-02,7.5,2023-10-09,6.9,2023-10-22,12.7,109,25.8,0,8.0,56.0,57,96.48,2025-01-13 22:04:48.000000008,462,Medium,169171.2,5896,56601.6,2023,7,2023-07,2023Q3
BATCH-00081,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-04,Lonza Group AG,Switzerland,0.97,WH-AP-01,Asia-Pacific,2023-01-31,43415,42089,1,Pass,Not Applicable,40809,36758,36181,33509,32413,28602,15.6,2023-02-10,10.4,2023-03-02,20.4,2023-03-07,4.8,2023-04-07,31.0,2023-04-12,4.8,2023-04-24,12.2,2023-05-04,9.9,93,20.4,0,27.5,55.8,48,97.51,2025-08-11 04:48:00.000000000,840,Low,80317.75,14813,27404.05,2023,1,2023-01,2023Q1
BATCH-00082,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-08,Siegfried Holding,Germany,0.96,WH-NA-02,North America,2025-05-18,10229,9917,1,Pass,Not Applicable,9762,8793,8655,8016,7754,6842,12.5,2025-05-25,6.6,2025-06-08,13.8,2025-06-14,6.2,2025-07-24,39.6,2025-07-27,3.1,2025-08-01,5.2,2025-08-10,8.6,84,13.8,0,24.5,45.3,48,98.1,2028-05-24 20:09:36.000000008,1027,Low,24549.6,3387,8128.8,2025,5,2025-05,2025Q2
BATCH-00083,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-04,Lonza Group AG,Switzerland,0.97,WH-LA-01,Latin America,2024-03-14,54959,53280,1,Pass,Not Applicable,51601,46479,45749,42371,40985,36166,10.8,2024-03-29,15.2,2024-04-11,13.4,2024-04-14,2.6,2024-06-15,62.0,2024-06-24,8.8,2024-06-25,1.0,2024-07-05,10.3,113,13.4,0,7.2,68.7,72,94.41,2025-09-27 22:04:48.000000008,459,High,527606.4,18793,180412.8,2024,3,2024-03,2024Q1
BATCH-00084,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-02,Divis Laboratories,India,0.96,WH-NA-01,North America,2024-03-05,15279,14812,1,Pass,Not Applicable,14441,13008,12804,11858,11470,10121,14.6,2024-03-18,13.0,2024-04-15,28.1,2024-04-18,2.7,2024-05-16,27.6,2024-05-20,3.9,2024-05-23,2.6,2024-06-02,10.1,89,28.1,0,25.1,,35,97.72,2027-03-18 20:09:36.000000008,1029,Low,36669.6,5158,12379.2,2024,3,2024-03,2024Q1
BATCH-00085,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-NA-01,North America,2024-10-14,46827,45396,1,Pass,Not Applicable,43955,39592,38970,36092,34911,30806,22.4,2024-10-23,8.8,2024-11-07,14.7,2024-11-12,5.1,2024-12-09,27.5,2024-12-15,6.0,2024-12-20,5.2,2024-12-27,7.2,74,14.7,0,26.9,45.4,38,97.33,2027-10-23 20:09:36.000000008,1037,Low,112384.8,16021,38450.4,2024,10,2024-10,2024Q4
BATCH-00086,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-02,Divis Laboratories,India,0.96,WH-LA-01,Latin America,2023-10-17,22625,21934,1,Pass,Not Applicable,21441,19313,19010,17606,17030,15028,20.7,2023-10-29,11.6,2023-11-19,20.6,2023-11-21,2.0,2023-12-25,34.3,2024-01-03,8.9,2024-01-09,5.9,2024-01-15,5.6,90,20.6,0,21.8,40.2,49,98.08,2026-10-28 20:09:36.000000008,1023,Low,54300.0,7597,18232.8,2023,10,2023-10,2023Q4
BATCH-00087,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-06,Hikal Speciality,India,0.88,WH-AP-01,Asia-Pacific,2024-11-25,51049,49489,1,Pass,Not Applicable,47880,43127,42450,39315,38029,33558,21.1,2024-12-09,13.9,2025-01-05,27.1,2025-01-08,2.8,2025-03-16,66.5,2025-03-27,11.3,2025-04-01,4.9,2025-04-12,11.0,138,27.1,0,13.9,62.5,83,98.81,2027-06-10 04:48:00.000000000,800,Low,94440.65,17491,32358.35,2024,11,2024-11,2024Q4
BATCH-00088,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-05,Cambrex Corporation,USA,0.95,WH-NA-02,North America,2024-03-08,126428,122566,1,Pass,Not Applicable,121557,109491,107772,99814,96548,85197,13.8,2024-03-19,11.2,2024-04-10,22.3,2024-04-12,2.5,2024-05-20,38.4,2024-05-23,2.6,2024-05-27,4.3,2024-05-31,4.0,84,22.3,0,23.9,58.9,45,97.25,2026-09-18 04:48:00.000000000,844,Low,233891.8,41231,76277.35,2024,3,2024-03,2024Q1
BATCH-00089,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-EU-01,Europe,2023-10-25,12648,12262,1,Pass,Not Applicable,12201,10990,10817,10018,9690,8551,32.0,2023-11-10,15.7,2023-11-24,14.5,2023-11-29,5.1,2024-01-30,62.2,2024-02-04,5.3,2024-02-07,3.3,2024-02-14,6.7,112,14.5,0,21.5,61.3,70,98.12,2026-11-09 20:09:36.000000008,1006,Low,30355.2,4097,9832.8,2023,10,2023-10,2023Q4
BATCH-00090,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-04,Lonza Group AG,Switzerland,0.97,WH-NA-01,North America,2024-01-30,44005,42661,1,Pass,Not Applicable,41914,37753,37160,34416,33290,29376,10.0,2024-02-19,19.8,2024-03-03,12.9,2024-03-06,3.0,2024-04-12,36.8,2024-04-17,5.3,2024-04-22,5.3,2024-04-24,2.4,85,12.9,0,28.3,52.5,47,96.09,2026-08-20 04:48:00.000000000,850,Medium,81409.25,14629,27063.65,2024,1,2024-01,2024Q1
BATCH-00091,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-LA-01,Latin America,2023-02-09,15376,14906,1,Pass,Not Applicable,14764,13298,13089,12122,11725,10346,33.8,2023-02-20,10.6,2023-03-22,30.2,2023-03-26,3.6,2023-05-26,61.4,2023-06-02,7.1,2023-06-11,9.2,2023-06-21,9.9,132,30.2,0,26.8,71.6,77,94.77,2026-02-19 20:09:36.000000008,984,High,36902.4,5030,12072.0,2023,2,2023-02,2023Q1
BATCH-00092,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-05,Cambrex Corporation,USA,0.95,WH-LA-01,Latin America,2023-10-28,39310,38109,1,Pass,Not Applicable,36338,32731,32217,29838,28862,25469,6.9,2023-11-06,9.3,2023-11-19,12.8,2023-11-22,2.9,2024-01-08,47.3,2024-01-23,14.7,2024-02-02,10.0,2024-02-14,11.9,109,12.8,0,,,72,94.46,2026-05-07 04:48:00.000000000,825,High,72723.5,13841,25605.85,2023,10,2023-10,2023Q4
BATCH-00093,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-NA-02,North America,2024-08-22,30126,29206,1,Pass,Not Applicable,27890,25122,24728,22902,22153,19548,22.7,2024-08-30,8.0,2024-09-15,15.7,2024-09-21,5.7,2024-11-10,50.0,2024-11-15,5.1,2024-11-23,7.7,2024-11-26,3.3,96,15.7,0,23.4,49.9,63,97.77,2027-08-30 20:09:36.000000008,1010,Low,72302.4,10578,25387.2,2024,8,2024-08,2024Q3
BATCH-00094,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-EU-01,Europe,2023-06-08,34700,33640,1,Pass,Not Applicable,32568,29335,28874,26742,25867,22826,24.2,2023-06-12,4.4,2023-07-03,21.2,2023-07-06,2.7,2023-07-20,14.2,2023-07-21,1.0,2023-07-24,2.9,2023-07-30,6.4,52,21.2,0,19.1,40.5,18,98.08,2026-06-11 20:09:36.000000008,1053,Low,83280.0,11874,28497.6,2023,6,2023-06,2023Q2
BATCH-00095,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-04,Lonza Group AG,Switzerland,0.97,WH-NA-02,North America,2023-05-08,22406,21722,1,Pass,Not Applicable,21125,19028,18729,17346,16779,14806,12.4,2023-05-23,14.7,2023-06-10,17.7,2023-06-12,1.9,2023-06-23,11.5,2023-06-28,5.1,2023-07-03,4.6,2023-07-08,5.1,61,17.7,0,24.1,64.7,21,99.03,2026-05-22 20:09:36.000000008,1054,Low,53774.4,7600,18240.0,2023,5,2023-05,2023Q2
BATCH-00096,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-04,Lonza Group AG,Switzerland,0.97,WH-EU-01,Europe,2024-10-12,45607,44214,1,Pass,Not Applicable,42871,38615,38009,35202,34050,30047,11.4,2024-10-22,9.9,2024-11-13,22.4,2024-11-15,1.8,2025-01-13,59.3,2025-01-18,5.4,2025-01-22,4.2,2025-02-02,11.3,113,22.4,0,19.8,51.5,68,97.36,2027-04-23 04:48:00.000000000,821,Low,84372.95,15560,28786.0,2024,10,2024-10,2024Q4
